id,target
0,0.02014
1,0.04238
2,0.02106
3,0.01365
4,0.01265
5,0.01812
6,0.02458
8,0.02504
10,0.05635
11,0.03272
12,0.03242
14,0.01780
15,0.04306
18,0.05233
21,0.03961
23,0.03497
24,0.02763
25,0.04412
27,0.03520
29,0.05161
30,0.02527
31,0.04326
32,0.06832
33,0.03705
37,0.02204
38,0.04084
39,0.05497
40,0.01816
41,0.04099
42,0.03362
44,0.02325
45,0.02497
47,0.02360
49,0.02450
51,0.03317
52,0.02305
53,0.02645
54,0.05372
55,0.02297
56,0.02363
57,0.07536
59,0.04043
60,0.03093
62,0.01217
63,0.04963
67,0.02920
68,0.01601
69,0.04300
70,0.02378
71,0.06466
73,0.05049
75,0.03879
76,0.02437
81,0.02338
82,0.04411
83,0.02334
86,0.06276
87,0.04046
88,0.02778
91,0.07077
92,0.02249
94,0.01840
97,0.02708
100,0.03202
102,0.04058
103,0.02718
105,0.03479
106,0.07832
108,0.01673
113,0.06176
114,0.05167
115,0.02313
118,0.04476
122,0.02695
124,0.02831
126,0.03416
128,0.02478
129,0.04083
130,0.04171
131,0.02988
132,0.02812
133,0.02163
134,0.03922
135,0.04854
136,0.02458
139,0.01205
140,0.05315
141,0.02128
146,0.03487
148,0.05548
151,0.02506
152,0.06581
154,0.02385
157,0.03388
158,0.01835
159,0.04688
161,0.02705
164,0.01683
165,0.04199
167,0.02270
168,0.03688
169,0.03558
171,0.04251
172,0.05766
173,0.02146
174,0.02373
175,0.03709
176,0.02974
178,0.04674
179,0.03561
180,0.02867
181,0.01341
182,0.03917
183,0.06182
184,0.04056
185,0.02417
187,0.04569
188,0.01986
190,0.03250
191,0.02131
192,0.05179
195,0.02759
196,0.01991
198,0.03730
201,0.03529
202,0.03153
203,0.02566
204,0.01879
207,0.02634
213,0.04166
219,0.02711
220,0.02473
222,0.07390
226,0.01636
228,0.05329
230,0.02328
231,0.02912
232,0.04882
233,0.02262
234,0.01015
236,0.02582
237,0.02318
238,0.05641
240,0.03974
241,0.01853
242,0.04189
243,0.05650
245,0.02549
246,0.02632
247,0.02885
249,0.02647
250,0.02895
251,0.01732
252,0.01457
253,0.01858
254,0.02711
255,0.09293
256,0.04458
257,0.02201
258,0.03757
259,0.09045
260,0.01944
262,0.01815
267,0.02698
268,0.03288
270,0.01686
272,0.03198
273,0.04144
274,0.01766
275,0.02950
276,0.02517
277,0.04206
278,0.03417
279,0.05395
281,0.04199
282,0.02601
283,0.04529
287,0.02311
288,0.04339
289,0.03319
290,0.02866
291,0.04065
292,0.12763
293,0.02229
294,0.02005
295,0.01925
296,0.08793
297,0.03295
298,0.02870
299,0.07257
300,0.03888
303,0.02859
304,0.06711
308,0.01839
314,0.06585
315,0.02154
317,0.03283
318,0.07431
320,0.04277
322,0.04360
323,0.02992
327,0.02750
329,0.06067
331,0.02419
332,0.05117
333,0.05238
334,0.02106
335,0.01938
336,0.03095
337,0.03409
341,0.03314
343,0.03852
345,0.03340
347,0.02659
348,0.01974
349,0.03136
352,0.02111
353,0.02644
354,0.03855
355,0.01985
356,0.05163
357,0.02119
358,0.02139
359,0.02840
361,0.04287
362,0.04466
365,0.02895
366,0.06131
368,0.03328
369,0.03104
371,0.01430
373,0.03275
376,0.04917
377,0.04051
379,0.02946
381,0.03258
382,0.02407
383,0.03443
384,0.04424
385,0.03172
386,0.03817
387,0.02425
388,0.03968
390,0.03643
391,0.02622
392,0.08946
393,0.03829
394,0.05125
396,0.03945
400,0.02418
402,0.03100
403,0.02030
405,0.02542
407,0.03010
409,0.03795
411,0.03168
412,0.02471
414,0.05812
415,0.02818
416,0.01670
418,0.02950
419,0.03289
421,0.01106
422,0.02812
423,0.04254
424,0.04372
426,0.01688
427,0.09507
428,0.03003
436,0.04147
438,0.03949
442,0.02062
443,0.02235
445,0.03684
446,0.04077
447,0.01935
450,0.03623
452,0.01321
453,0.03330
455,0.03434
458,0.03157
459,0.02124
461,0.03136
463,0.01823
467,0.04006
470,0.03419
471,0.03235
472,0.03197
476,0.05748
477,0.02322
481,0.04691
482,0.04586
483,0.06849
485,0.02099
487,0.02323
488,0.02227
490,0.02480
492,0.02057
494,0.07704
497,0.04905
499,0.02217
500,0.04011
501,0.02555
503,0.02349
505,0.02637
506,0.01915
507,0.03193
509,0.04932
510,0.03312
511,0.05169
512,0.02210
514,0.02370
515,0.01795
516,0.02881
517,0.05155
519,0.03511
520,0.02973
521,0.01840
522,0.03699
523,0.03798
527,0.02079
530,0.06076
532,0.03333
534,0.02470
536,0.03609
539,0.02160
543,0.01656
547,0.03337
550,0.03681
551,0.04620
552,0.02475
553,0.02419
555,0.02991
556,0.03643
557,0.03398
558,0.02303
559,0.03266
560,0.02108
561,0.02609
565,0.02540
566,0.02757
567,0.02825
571,0.03160
572,0.03197
574,0.01808
575,0.01944
576,0.05444
577,0.03802
578,0.01762
579,0.04576
581,0.01371
587,0.02728
589,0.02844
590,0.09333
591,0.01633
592,0.02760
593,0.02294
594,0.06372
595,0.02684
596,0.01505
597,0.04512
598,0.08205
600,0.01982
602,0.01800
605,0.02525
606,0.03072
607,0.03079
612,0.01880
613,0.02489
614,0.01720
615,0.02700
616,0.01959
617,0.03208
618,0.04436
620,0.02302
621,0.02264
622,0.02722
623,0.03304
628,0.02557
631,0.02829
632,0.02871
633,0.03203
634,0.07606
635,0.05498
637,0.03103
638,0.06147
640,0.03868
643,0.01945
644,0.04799
645,0.04311
646,0.03132
649,0.02788
651,0.03810
653,0.02086
654,0.03318
655,0.07308
656,0.02652
658,0.04269
659,0.01638
661,0.02982
662,0.04940
663,0.02768
664,0.04694
665,0.03562
667,0.02505
668,0.05709
671,0.02933
673,0.02472
674,0.05436
675,0.02124
676,0.03756
677,0.01880
678,0.03076
679,0.02655
680,0.02138
681,0.02416
682,0.04403
683,0.02234
684,0.02620
686,0.03108
687,0.03964
688,0.03986
690,0.02147
691,0.03181
692,0.07529
693,0.03953
694,0.03288
695,0.01749
696,0.02901
698,0.03928
699,0.01881
702,0.03316
703,0.01732
705,0.04761
706,0.06757
707,0.02735
708,0.01959
709,0.06070
710,0.10686
713,0.02775
714,0.02748
715,0.05516
716,0.04624
717,0.08863
718,0.03939
719,0.02989
720,0.03393
721,0.03071
723,0.03052
724,0.04155
726,0.02496
728,0.05558
730,0.02362
732,0.01689
734,0.02217
735,0.03234
737,0.02569
738,0.04781
741,0.03090
742,0.02539
743,0.02969
746,0.03488
747,0.03366
749,0.03694
750,0.02885
752,0.04389
755,0.02602
757,0.02114
758,0.04638
759,0.02318
765,0.02810
766,0.02079
767,0.05623
768,0.02681
769,0.02188
770,0.01558
771,0.03068
772,0.01967
773,0.05469
775,0.02725
776,0.04776
778,0.03689
779,0.02847
780,0.02995
782,0.02923
783,0.03917
784,0.02948
785,0.02013
786,0.03390
788,0.02476
789,0.04314
792,0.05853
793,0.02618
794,0.02534
797,0.07493
798,0.01766
799,0.03838
800,0.03035
801,0.04692
802,0.04143
805,0.03105
807,0.04774
808,0.01423
811,0.02246
813,0.02037
814,0.02694
815,0.05346
816,0.05993
817,0.02582
819,0.02130
821,0.02843
823,0.02080
825,0.04389
826,0.02077
827,0.02464
828,0.02928
830,0.02339
831,0.07680
833,0.01944
834,0.04108
835,0.02684
836,0.02903
