id,target
0,0.03293
1,0.06043
2,0.04910
3,0.01488
4,0.02958
5,0.01836
6,0.02726
8,0.01534
10,0.06707
11,0.02009
12,0.02648
14,0.02415
15,0.06414
18,0.03459
21,0.04233
23,0.03111
24,0.02251
25,0.03398
27,0.04471
29,0.03849
30,0.02544
31,0.07809
32,0.04534
33,0.02540
37,0.03871
38,0.06325
39,0.11529
40,0.01989
41,0.03486
42,0.03985
44,0.03261
45,0.04444
47,0.04711
49,0.03113
51,0.04368
52,0.01906
53,0.03550
54,0.19856
55,0.02723
56,0.02982
57,0.12164
59,0.03327
60,0.07780
62,0.03423
63,0.08127
67,0.04175
68,0.02204
69,0.13044
70,0.04149
71,0.03355
73,0.06437
75,0.04532
76,0.04063
81,0.02400
82,0.03140
83,0.04290
86,0.02696
87,0.06001
88,0.01416
91,0.04762
92,0.10207
94,0.01834
97,0.03268
100,0.03899
102,0.03814
103,0.02815
105,0.04615
106,0.07893
108,0.02200
113,0.05034
114,0.04949
115,0.02039
118,0.05351
122,0.01692
124,0.06048
126,0.03106
128,0.03427
129,0.06061
130,0.04881
131,0.03287
132,0.03526
133,0.03664
134,0.04561
135,0.04084
136,0.01990
139,0.02756
140,0.02351
141,0.07422
146,0.02459
148,0.02610
151,0.02467
152,0.05132
154,0.02516
157,0.03395
158,0.02306
159,0.07240
161,0.04770
164,0.02925
165,0.06781
167,0.03142
168,0.05057
169,0.03539
171,0.03895
172,0.07304
173,0.02201
174,0.02630
175,0.05148
176,0.03424
178,0.03469
179,0.03338
180,0.01743
181,0.03131
182,0.07794
183,0.06434
184,0.05212
185,0.05054
187,0.01784
188,0.02194
190,0.02691
191,0.02876
192,0.04259
195,0.02770
196,0.04560
198,0.04271
201,0.04076
202,0.03177
203,0.02636
204,0.02505
207,0.03140
213,0.03875
219,0.01981
220,0.01972
222,0.05086
226,0.03030
228,0.06303
230,0.03175
231,0.03853
232,0.02778
233,0.05811
234,0.01896
236,0.05637
237,0.02391
238,0.05847
240,0.03845
241,0.02158
242,0.07195
243,0.04783
245,0.02670
246,0.06139
247,0.01870
249,0.09238
250,0.04313
251,0.01687
252,0.03625
253,0.02347
254,0.04251
255,0.06195
256,0.05104
257,0.02787
258,0.04535
259,0.07439
260,0.01404
262,0.02560
267,0.03076
268,0.02546
270,0.02379
272,0.04801
273,0.01880
274,0.02712
275,0.05107
276,0.06503
277,0.04064
278,0.07968
279,0.07952
281,0.02759
282,0.02858
283,0.04755
287,0.03634
288,0.04236
289,0.03625
290,0.02698
291,0.04380
292,0.09359
293,0.03844
294,0.05005
295,0.03747
296,0.09471
297,0.01537
298,0.03416
299,0.05077
300,0.05645
303,0.04424
304,0.04140
308,0.02153
314,0.12104
315,0.03636
317,0.02353
318,0.05569
320,0.06207
322,0.04733
323,0.04362
327,0.04125
329,0.04503
331,0.02913
332,0.10826
333,0.06096
334,0.01952
335,0.02567
336,0.05123
337,0.03856
341,0.06481
343,0.02281
345,0.08902
347,0.02789
348,0.08326
349,0.02010
352,0.03630
353,0.02012
354,0.06506
355,0.02911
356,0.03996
357,0.04188
358,0.02846
359,0.03147
361,0.05756
362,0.04336
365,0.03124
366,0.05065
368,0.07475
369,0.02396
371,0.02639
373,0.04793
376,0.05618
377,0.04731
379,0.04428
381,0.03124
382,0.03596
383,0.03729
384,0.03434
385,0.04183
386,0.04869
387,0.01882
388,0.08358
390,0.04054
391,0.02344
392,0.05388
393,0.03656
394,0.02453
396,0.06522
400,0.03033
402,0.03869
403,0.01980
405,0.04104
407,0.04941
409,0.04174
411,0.02463
412,0.03259
414,0.11747
415,0.04174
416,0.03105
418,0.02340
419,0.02678
421,0.02554
422,0.05387
423,0.04062
424,0.04318
426,0.04507
427,0.06217
428,0.02501
436,0.04452
438,0.03707
442,0.02129
443,0.03197
445,0.05149
446,0.05227
447,0.02503
450,0.05280
452,0.03705
453,0.03906
455,0.05834
458,0.12124
459,0.01252
461,0.04042
463,0.02844
467,0.04899
470,0.02591
471,0.03159
472,0.01772
476,0.02613
477,0.02999
481,0.03230
482,0.07319
483,0.07653
485,0.04244
487,0.03298
488,0.02195
490,0.03472
492,0.02792
494,0.09872
497,0.06542
499,0.02930
500,0.05715
501,0.04289
503,0.04441
505,0.01508
506,0.05248
507,0.04180
509,0.05675
510,0.04171
511,0.05079
512,0.02679
514,0.04034
515,0.02708
516,0.03091
517,0.10143
519,0.03627
520,0.05805
521,0.03116
522,0.06704
523,0.04180
527,0.08522
530,0.05186
532,0.03120
534,0.02080
536,0.06775
539,0.02405
543,0.02220
547,0.02642
550,0.03708
551,0.05712
552,0.03639
553,0.05992
555,0.03524
556,0.04676
557,0.03096
558,0.05392
559,0.02584
560,0.07083
561,0.02257
565,0.02911
566,0.02858
567,0.02021
571,0.02163
572,0.05259
574,0.02627
575,0.02289
576,0.03862
577,0.04212
578,0.02678
579,0.04585
581,0.02938
587,0.03471
589,0.03487
590,0.06259
591,0.07232
592,0.04533
593,0.02312
594,0.07281
595,0.08515
596,0.02390
597,0.07462
598,0.07298
600,0.02354
602,0.01374
605,0.03399
606,0.03111
607,0.03809
612,0.02309
613,0.04632
614,0.01655
615,0.04433
616,0.03592
617,0.03062
618,0.06501
620,0.02567
621,0.04389
622,0.02393
623,0.04666
628,0.02495
631,0.03097
632,0.01467
633,0.03680
634,0.06289
635,0.07395
637,0.09193
638,0.06395
640,0.05143
643,0.01411
644,0.05840
645,0.08053
646,0.04836
649,0.04372
651,0.07731
653,0.01223
654,0.04402
655,0.05018
656,0.02460
658,0.05724
659,0.02813
661,0.04084
662,0.02761
663,0.03586
664,0.04321
